ID,target
ID_273654359942267278,0
ID_261104238020267278,0
ID_296391363884296542,0
ID_243981218578267278,0
ID_249763255164267278,0
ID_242876252300267278,0
ID_250524294410267278,0
ID_249613126316245684,0
ID_240638221392267278,0
ID_239322243241267278,0
ID_309489367998251804,0
ID_251606236875267278,0
ID_258902220094267278,0
ID_298415365287296542,0
ID_296730364150297183,0
ID_251549267503267278,0
ID_267312274642267278,0
ID_270709290395267278,0
ID_296430364082297183,0
ID_264240219008267278,0
ID_265258221428267278,0
ID_297313364504297183,0
ID_248759217380267278,0
ID_248866252394267278,0
ID_265629303569267278,0
ID_244757229347267278,0
ID_266994267998267278,0
ID_295823363862296542,0
ID_297822365231297183,0
ID_259720268239267278,0
ID_296700365247297183,0
ID_308376370004267278,0
ID_253313218678267278,0
ID_297839364525296542,0
ID_296717364112296542,0
ID_243877300830267278,0
ID_261243224987267278,0
ID_244183218736267278,0
ID_248106216980267278,0
ID_256949229537267278,0
ID_256615218122267278,0
ID_245144221055267278,0
ID_257619263489267278,0
ID_297589364589297183,0
ID_245234269845267278,0
ID_296884364094296542,0
ID_256646229496267278,0
ID_246828243919267278,0
ID_296415364520297183,0
ID_263933299404267278,0
ID_252651227302267278,0
ID_246933270156267278,0
ID_254218238597267278,0
ID_255414300521267278,0
ID_259611282172267278,0
ID_296430363902296542,0
ID_295620364809297183,0
ID_297945364950297183,0
ID_251410223809267278,0
ID_253056292547267278,0
ID_296317365216296542,0
ID_256411248205267278,0
ID_250571241816267278,0
ID_263779298714267278,0
ID_258919270983267278,0
ID_242946269418267278,0
ID_271546306560251804,0
ID_261462295404267278,0
ID_296718364052297183,0
ID_254312214565267278,0
ID_263748232068267278,0
ID_257840215146267278,0
ID_296819365264296542,0
ID_267089280975267278,0
ID_247107210298251804,0
ID_254951298039267278,0
ID_258497366421267277,0
ID_254431269792267278,0
ID_247393278831267278,0
ID_245201237567267278,0
ID_57973360663267278,0
ID_257897249809267278,0
ID_242924283147267278,0
ID_247062282604267278,0
ID_265953264853267278,0
ID_250156273221267278,0
ID_253136259924267278,0
ID_264515248274267278,0
ID_257778306233267278,0
ID_297511365004296542,0
ID_296288363944296542,0
ID_252760246715267278,0
ID_265735304595267278,0
ID_296406364498296542,0
ID_296745364553297183,0
ID_296317365318296542,0
ID_254227229106267278,0
ID_294420360826251804,0
ID_253223268467267278,0
ID_265639261073267278,0
ID_268466299962267278,0
ID_263934249943267278,0
ID_249151241080267278,0
ID_269496277934267278,0
ID_251741243313267278,0
ID_246417270820267278,0
ID_296548364431297182,0
ID_297821364588296542,0
ID_268255230317267278,0
ID_270676300172267278,0
ID_255125301203267278,0
ID_246447222155267278,0
ID_258764224701267278,0
ID_260007218864267278,0
ID_256037287334267278,0
ID_258486295047267278,0
ID_242348264118267278,0
ID_296562363820296542,0
ID_258956297467267278,0
ID_297751364459297183,0
ID_248714118045251804,0
ID_308551372374267278,0
ID_268462229348267278,0
ID_251396240609267278,0
ID_249214241123267278,0
ID_296717364776297183,0
ID_297085363962297183,0
ID_255264264278267278,0
ID_266387243665267278,0
ID_243411279116267278,0
ID_253294261471267278,0
ID_255989273331267278,0
ID_241430276008267278,0
ID_232433249836267278,0
ID_261937305479267278,0
ID_249299267061267278,0
ID_260273300649267278,0
ID_268006296254267278,0
ID_272197290250267278,0
ID_243264259268267278,0
ID_259768235608267278,0
ID_242314252683267278,0
ID_297822364687297183,0
ID_247818237787267278,0
ID_249405230613267278,0
ID_251508227271267278,0
ID_252138217738267278,0
ID_263954226893267278,0
ID_269939259837267278,0
ID_263847219131267278,0
ID_248456114404251804,0
ID_251606295001267278,0
ID_263585239940267278,0
ID_308761367936267278,0
ID_262157248008267278,0
ID_253042233734267278,0
ID_269674280343267278,0
ID_250619279009267278,0
ID_240702272804267278,0
ID_257807296092267278,0
ID_247479272762267278,0
ID_260495236711267278,0
ID_257035233965267278,0
ID_260235290713267278,0
ID_266202238161267278,0
ID_264012291500267278,0
ID_257194256170267278,0
ID_260235297690267278,0
ID_292317359601267278,0
ID_254592219023267278,0
ID_248850368712251804,0
ID_261987299814267278,0
ID_255991283364267278,0
ID_296822363724296542,0
ID_297475364549296542,0
ID_297272364208297183,0
ID_241296285802267278,0
ID_245403253406267278,0
ID_257162298680267278,0
ID_249022238484267278,0
ID_81630118678245684,0
ID_296287363754296542,0
ID_296672364649297183,0
ID_260273267463267278,0
ID_254347229672267278,0
ID_249017241157267278,0
ID_258468281741267278,0
ID_268384231619267278,0
ID_297272364432297183,0
ID_273359307331267278,0
ID_249930252152267278,0
ID_243049292432267278,0
ID_252003264657267278,0
ID_260067235536267278,0
ID_243032240646267278,0
ID_254949296553267278,0
ID_263718287206267278,0
ID_249634301360267278,0
ID_255125228039267278,0
ID_249052215201267278,0
ID_273712307444267277,0
ID_249764218570267278,0
ID_296780363588296542,0
ID_246447284557267278,0
ID_258351302355267278,0
ID_251019214287267278,0
ID_255793244127267278,0
ID_264724290129267278,0
ID_239441304033267278,0
ID_266892235893267278,0
ID_296890363710245684,0
ID_296730364886297183,0
ID_244969220157267278,0
ID_247726262525267278,0
ID_250994282605267278,0
ID_297741364828296542,0
ID_296728364066297183,0
ID_296735364731297183,0
ID_247838303324251804,0
ID_262418305340267278,0
ID_260239297070267278,0
ID_259476217810267278,0
ID_258479225078267278,0
ID_264773222665267278,0
ID_297751364704297183,0
ID_247723293914267278,0
ID_262477217470267278,0
ID_246326261558267278,0
ID_259276258887267278,0
ID_254361299892267278,0
ID_249889296088267278,0
ID_259729296003267278,0
ID_256585238897267278,0
ID_257562256951267278,0
ID_256416230467267278,0
ID_259058289550267278,0
ID_296703364629296542,0
ID_264472220472267278,0
ID_297147364366297183,0
ID_241828237398267278,0
ID_297313364360297183,0
ID_296735363924296542,0
ID_258979222385267278,0
ID_251428284317267278,0
ID_296556364609296542,0
ID_249585300645267278,0
ID_262627261759267278,0
ID_253853301828267278,0
ID_242020214184267278,0
ID_249566219314267278,0
ID_255429237520267278,0
ID_245968264755267278,0
ID_295627363731296542,0
ID_269336263936267278,0
ID_298647365386296540,0
ID_256818214773267278,0
ID_252103298366267278,0
ID_254519296371267278,0
ID_260196252897267278,0
ID_259137285614267278,0
ID_256153225495267278,0
ID_262673241508267278,0
ID_249930250137267278,0
ID_269903249937267278,0
ID_259660288482267278,0
ID_269503271329267278,0
ID_251129357392267278,0
ID_249017236400267278,0
ID_259517291635267278,0
ID_251286215470267278,0
ID_268010217271267278,0
ID_297313364913296542,0
ID_256272293162267278,0
ID_296480363479296542,0
ID_296510363456296542,0
ID_241552241265267278,0
ID_295830363677296542,0
ID_246749293969267278,0
ID_244565290059267278,0
ID_297741364614296542,0
ID_247924229398267278,0
ID_270511252396267278,0
ID_296745365325296542,0
ID_268757238874267278,0
ID_243821245639267278,0
ID_243147254992267278,0
ID_296287364721297183,0
ID_268381262480267278,0
ID_251105219378267278,0
ID_297221365138296542,0
ID_296299363982297183,0
ID_269281300481267278,0
ID_270139288236267278,0
ID_253817278247267278,0
ID_266220292236267278,0
ID_295830363864296542,0
ID_244475253355267278,0
ID_258796250644267278,0
ID_260472281684267278,0
ID_246846289352267278,0
ID_264749259938267278,0
ID_242833266088267278,0
ID_254387304496267278,0
ID_267583276547267278,0
ID_252903297204267278,0
ID_269980290220267278,0
ID_242300229418267278,0
ID_308903367724267278,0
ID_254611262199267278,0
ID_249229242834267278,0
ID_253350255057267278,0
ID_249279273037267278,0
ID_247231221366267278,0
ID_266385286796251804,0
ID_297822365319297183,0
ID_269488244212267278,0
ID_265986229759267278,0
ID_273483306881267277,0
ID_263861268307267278,0
ID_253737293711267278,0
ID_296395364101296542,0
ID_271299269185267278,0
ID_268189230389267278,0
ID_257132284724267278,0
ID_246434217953267278,0
ID_255356216612267278,0
ID_239688228971267278,0
ID_297298364102297183,0
ID_257604302177267278,0
ID_247566258549267278,0
ID_246926231020267278,0
ID_253174233441267278,0
ID_253240223767267278,0
ID_252885277775267278,0
ID_247244225994267278,0
ID_308543370185251804,0
ID_269485276220267278,0
ID_260175219083267278,0
ID_241025275602267278,0
ID_296346364174297183,0
ID_257043252616267278,0
ID_253403218011267278,0
ID_249457266135267278,0
ID_259525283210267278,0
ID_255967288986267278,0
ID_296348364206296542,0
ID_297221364781296542,0
ID_255338221811267278,0
ID_261886291082267278,0
ID_297147365062297183,0
ID_241716301943267278,0
ID_270885278667267278,0
ID_252332245240267278,0
ID_254380236255267278,0
ID_296345363978297183,0
ID_310366375296267278,0
ID_247158230757267278,0
ID_252060275003267278,0
ID_273370357484251804,0
ID_296415365309297183,0
ID_266749253556267278,0
ID_251499265762267278,0
ID_262506232182267278,0
ID_296422363037245684,0
ID_266895224101267278,0
ID_297655364822296542,0
ID_241975296624267278,0
ID_254179274233267278,0
ID_252906298112267278,0
ID_260720290857267278,0
ID_297272364167297183,0
ID_259121279101267278,0
ID_249634301918267278,0
ID_306247366945267278,0
ID_264406217696267278,0
ID_259970224449267278,0
ID_263144258287267278,0
ID_266895235938267278,0
ID_254787298310267278,0
ID_295616364171297183,0
ID_248850224465267278,0
ID_247871297193267278,0
ID_255286287349267278,0
ID_260068226736267278,0
ID_263137231835267278,0
ID_260626250663267278,0
ID_308551374356251804,0
ID_265119275797267278,0
ID_246749289986267278,0
ID_259528282444267278,0
ID_245772241353267278,0
ID_295616364906296542,0
ID_298007365038296542,0
ID_252543228931267278,0
ID_244548243275267278,0
ID_271725304940267278,0
ID_247723247378267278,0
ID_261669305342267278,0
ID_262550303646267278,0
ID_250918250936267278,0
ID_238927306444251804,0
ID_243653285340267278,0
ID_242651224598267278,0
ID_267209267964251804,0
ID_296297364494297183,0
ID_268483292830267278,0
ID_265582230726267278,0
ID_296819365153297183,0
ID_251220253340267278,0
ID_253481217830267278,0
ID_296415364941296542,0
ID_250781284418267278,0
ID_297313364695297183,0
ID_259984270780267278,0
ID_239783274017267278,0
ID_256953237744267278,0
ID_249946236735267278,0
ID_259554269021267278,0
ID_252746254044267278,0
ID_258038258690267278,0
ID_248131304735267278,0
ID_248492230550267278,0
ID_252654273463267278,0
ID_267915232230267278,0
ID_296661364452296540,0
ID_249110238173267278,0
ID_297220364855296542,0
ID_264617259561267278,0
ID_265370284684267278,0
ID_264732295077267278,0
ID_296745365325297183,0
ID_261382231301267278,0
ID_252727280972267278,0
ID_268792272129267278,0
ID_296016364715297183,0
ID_257219225415267278,0
ID_253182248851267278,0
ID_245333275067267278,0
ID_259956288336267278,0
ID_264732220584267278,0
ID_262415226965267278,0
ID_255247248973267278,0
ID_252770229913267278,0
ID_248619296262267278,0
ID_248643285713267278,0
ID_254590288289267278,0
ID_262903289845267278,0
ID_242995260827267278,0
ID_252845247729267278,0
ID_240359277336267278,0
ID_295726364788296542,0
ID_245032217754267278,0
ID_271072298357267278,0
ID_232022228599267278,0
ID_296552363614296542,0
ID_250775275362267278,0
ID_261041231620267278,0
ID_260723295546267278,0
ID_262557252037267278,0
ID_257994233147267278,0
ID_296950364763296542,0
ID_246187305757267278,0
ID_241596214231267278,0
ID_245757199140251804,0
ID_252644223442267278,0
ID_265488248278267278,0
ID_264844306484251804,0
ID_258635221170267278,0
ID_251559236837267278,0
ID_297821364841296542,0
ID_254232218561267278,0
ID_241407257220267278,0
ID_219925219191267278,0
ID_249516266032267278,0
ID_251474262629267278,0
ID_242235224560267278,0
ID_250958262923267278,0
ID_251908264962267278,0
ID_251863236896267278,0
ID_260238278587267278,0
ID_261381274383267278,0
ID_259104272410267278,0
ID_296524363245245684,0
ID_258818253591267278,0
ID_247520278295267278,0
ID_238532360813267278,0
ID_250864228932267278,0
ID_248895231121267278,0
ID_251566262148267278,0
ID_259752302230267278,0
ID_251637231516267278,0
ID_252500266444267278,0
ID_251741299960267278,0
ID_270915300903251804,0
ID_267200306545251804,0
ID_261296229039267278,0
ID_259148282024267278,0
ID_250011291644267278,0
ID_247643220874267278,0
ID_256960281576267278,0
ID_253481297205267278,0
ID_268277302800267278,0
ID_253294299756267278,0
ID_259178275555267278,0
ID_269378225469267278,0
ID_255331215601267278,0
ID_247890239710267278,0
ID_249613120585251804,0
ID_296346363976297183,0
ID_265398221251267278,0
ID_269024301912267278,0
ID_253483216793267278,0
ID_297022364205297183,0
ID_243281302457267278,0
ID_259588276834267278,0
ID_219925274064267278,0
ID_249176139014251804,0
ID_296429364249297183,0
ID_244620217452267278,0
ID_272380357253267278,0
ID_244475236217267278,0
ID_252932224291267278,0
ID_255331247153267278,0
ID_244279259526251804,0
ID_296718363608296542,0
ID_254443220115267278,0
ID_267300220940267278,0
ID_267951289788267278,0
ID_308989368791267278,0
ID_247829285697267278,0
ID_245362220184267278,0
ID_251377262338267278,0
ID_268168290821267278,0
ID_296735364325296542,0
ID_253737269601267278,0
ID_246310250263267278,0
ID_259803255439267278,0
ID_263106303837267278,0
ID_266070266256267278,0
ID_296103363202245684,0
ID_249310300706267278,0
ID_261089237049267278,0
ID_252865224723267278,0
ID_298528365365297182,0
ID_270621275903267278,0
ID_296288363527296542,0
ID_246928305293267278,0
ID_251033215099267278,0
ID_241606242415267278,0
ID_245063225111267278,0
ID_298521365363297182,0
ID_295830363514296542,0
ID_252190236589267278,0
ID_296900363749245684,0
ID_295820364306296542,0
ID_259517287456267278,0
ID_296700364662297183,0
ID_258888253371267278,0
ID_250994260657267278,0
ID_261145284159267278,0
ID_296085364413296540,0
ID_297741364455296542,0
ID_267023231557267278,0
ID_257400245152267278,0
ID_260341294737267278,0
ID_259540294050267278,0
ID_249579293323267278,0
ID_295820365114297183,0
ID_240697255919267278,0
ID_253656218802267278,0
ID_297646364316296542,0
ID_240640250285267278,0
ID_310487369038267278,0
ID_297459364914297183,0
ID_259566248224267278,0
ID_241647230608267278,0
ID_242329284370267278,0
ID_249318240209267278,0
ID_266537294648267278,0
ID_296745364497297183,0
ID_260750257800267278,0
ID_249111270222267278,0
ID_246984245716267278,0
ID_262812302323267278,0
ID_259492297112267278,0
ID_269011254685267278,0
ID_265579256037267278,0
ID_255130227447267278,0
ID_241929287686267278,0
ID_255761221958267278,0
ID_267330220300267278,0
ID_256630287431267278,0
ID_296480364303296542,0
ID_295616363306296542,0
ID_254747299539267278,0
ID_246221303944267278,0
ID_259752286550267278,0
ID_285240369280267277,0
ID_252757293628267278,0
ID_246604291801267278,0
ID_296016365306296542,0
ID_259406222585267278,0
ID_254826248691267278,0
ID_246655267915267278,0
ID_253455249189267278,0
ID_258888265465267278,0
ID_272388306109251804,0
ID_261817252121267278,0
ID_261014284166267278,0
ID_297477364382297183,0
ID_296241364378296542,0
ID_261746225434267278,0
ID_248987216570267278,0
ID_251582276170267278,0
ID_269777291885267278,0
ID_247038295512267278,0
ID_261232249711267278,0
ID_252332254023267278,0
ID_252716279289267278,0
ID_243160295935267278,0
ID_264695240925267278,0
ID_257317299669267278,0
ID_248817223287267278,0
ID_249452222001267278,0
ID_259685214609267278,0
ID_297331365127296542,0
ID_248244238201267278,0
ID_249751299220267278,0
ID_259013231822267278,0
ID_308624367723251804,0
ID_249457257857267278,0
ID_254330242473267278,0
ID_296410363445296540,0
ID_258818297754267278,0
ID_296297363268296542,0
ID_252758297765267278,0
ID_246241235750267278,0
ID_295484363187245684,0
ID_251808302227267278,0
ID_253055242431267278,0
ID_254380218229267278,0
ID_254671241757267278,0
ID_256572279142267278,0
ID_254416272286267278,0
ID_253896278090267278,0
ID_258422216650267278,0
ID_295601363468296540,0
ID_242767282376267278,0
ID_296346363732296542,0
ID_261841306525267278,0
ID_259729302906267278,0
ID_250757248578267278,0
ID_262609242696267278,0
ID_259176214407267278,0
ID_268373264510267278,0
ID_249405266864267278,0
ID_258395252361267278,0
ID_296991365324296542,0
ID_255035291912267278,0
ID_249483203544251804,0
ID_258024285099267278,0
ID_268184232940267278,0
ID_266691215571267278,0
ID_296745365166297183,0
ID_254525300355267278,0
ID_295620363324296542,0
ID_270931269030267278,0
ID_296991364484297183,0
ID_248975236868267278,0
ID_247081253136267278,0
ID_264248268975267278,0
ID_253551280243267278,0
ID_288763360522251804,0
ID_248135367344251804,0
ID_251033232512267278,0
ID_252646267408267278,0
ID_244189277016267278,0
ID_252905279466267278,0
ID_248364278300267278,0
ID_250213259147267278,0
ID_296758364847296542,0
ID_297896364625297182,0
ID_244565269525267278,0
ID_261968286201267278,0
ID_297038363854296542,0
ID_245766306216267278,0
ID_266781215662267278,0
ID_253093223204267278,0
ID_252700282419267278,0
ID_267260223182267278,0
ID_266656232902267278,0
ID_296430364197296542,0
ID_288763369765251804,0
ID_297884364984296542,0
ID_243985285060267278,0
ID_240534273050267278,0
ID_295318364217296540,0
ID_265980222556267278,0
ID_244471276210267278,0
ID_298541365361297182,0
ID_239479254852267278,0
ID_260541292922267278,0
ID_260647277546267278,0
ID_240649173032251804,0
ID_258162299456267278,0
ID_297550364240297183,0
ID_271305284348267278,0
ID_296299363774296542,0
ID_269603305146267278,0
ID_253174297828267278,0
ID_239388273985267278,0
ID_296700363638296542,0
ID_266781259466267278,0
ID_244189283261267278,0
ID_264583218542267278,0
ID_259692257855267278,0
ID_241430305731267278,0
ID_296759363734296542,0
ID_296405363565296542,0
ID_270449260047267278,0
ID_266901223030267278,0
ID_259936237022267278,0
ID_247376293203267278,0
ID_266537244711267278,0
ID_245262254114267278,0
ID_248670127372245684,0
ID_257919252548267278,0
ID_248364275065267278,0
ID_263482265211267278,0
ID_256419225331267278,0
ID_298312365290296542,0
ID_261892285341267278,0
ID_246812217520267278,0
ID_244968219580267278,0
ID_296758363941296542,0
ID_268638261544267278,0
ID_269260264113267278,0
ID_261156266251267278,0
ID_295855364013245684,0
ID_242767291626267278,0
ID_296703364084296542,0
ID_266801216489267278,0
ID_243598255168267278,0
ID_296552363790296542,0
ID_248927274076267278,0
ID_239636222055267278,0
ID_264655217295267278,0
ID_244036277223267278,0
ID_296442364100296542,0
ID_20258307248267277,0
ID_256151229189267278,0
ID_243332296879267278,0
ID_259635222602267278,0
ID_260784306381267278,0
ID_263394233808267278,0
ID_256766241753267278,0
ID_252669262746267278,0
ID_250251234238267278,0
ID_262972262482267278,0
ID_266356279880267278,0
ID_245772282894267278,0
ID_222010292745267278,0
ID_251493238088267278,0
ID_256984217655267278,0
ID_271032267230267278,0
ID_266943289337267278,0
ID_296562365183296542,0
ID_249946224879267278,0
ID_242348234267267278,0
ID_253883300288267278,0
ID_296430364762297183,0
ID_268420276242267278,0
ID_251606251681267278,0
ID_297822364750297183,0
ID_256054224452267278,0
ID_248791277940267278,0
ID_255125268351267278,0
ID_247453233408267278,0
ID_262505266760267278,0
ID_246898215076251804,0
ID_246802289785267278,0
ID_310978374137251804,0
ID_253055298882267278,0
ID_261768216150267278,0
ID_263802243003267278,0
ID_308909373157251804,0
ID_256338236659267278,0
ID_252053218830267278,0
ID_258840304783267278,0
ID_297238364116296542,0
ID_268034270371267278,0
ID_254211227390267278,0
ID_296402364074297183,0
ID_240640215595267278,0
ID_297589364753297183,0
ID_259464227050267278,0
ID_252308243393267278,0
ID_296636364601297183,0
ID_295808365358297182,0
ID_244340370192251804,0
ID_269674264262267278,0
ID_250978220589267278,0
ID_261746216180267278,0
ID_258840264867267278,0
ID_259876264690267278,0
ID_250038287183267278,0
ID_259457302923267278,0
ID_309355368206267278,0
ID_264704268333267278,0
ID_248611228755267278,0
ID_254380281537267278,0
ID_259276255260267278,0
ID_265581275694267278,0
ID_252138243737267278,0
ID_295545363966297182,0
ID_247591221157267278,0
ID_296402363305296542,0
ID_259757240321267278,0
ID_246994242824267278,0
ID_239328237064267278,0
ID_296669365065297183,0
ID_252060214785267278,0
ID_261164260924267278,0
ID_260734297654267278,0
ID_251499220261267278,0
ID_242918238885267278,0
ID_240678267365267278,0
ID_297548364503297183,0
ID_153746303260267278,0
ID_252847240595267278,0
ID_259660235452267278,0
ID_246266298166267278,0
ID_260950246225267278,0
ID_254573228335267278,0
ID_297655364555296542,0
ID_251557263935267278,0
ID_288534357391267278,0
ID_253737257460267278,0
ID_254085257542267278,0
ID_249999232858267278,0
ID_265980252893267278,0
ID_258857222649267278,0
ID_268834285921267278,0
ID_248683306152251804,0
ID_243533261147267278,0
ID_297240364189297183,0
ID_257317282478267278,0
ID_258834251736267278,0
ID_250153278026267278,0
ID_249525225607267278,0
ID_258796215295267278,0
ID_296397365187297183,0
ID_296001364015296540,0
ID_253138262503267278,0
ID_295631364786296542,0
ID_259285262668267278,0
ID_252700276714267278,0
ID_252289274676267278,0
ID_247574223474267278,0
ID_261014219717267278,0
ID_263245291731267278,0
ID_251250215516267278,0
ID_261841185893267278,0
ID_297800364620297183,0
ID_247990241391267278,0
ID_242514245405267278,0
ID_296822364026296542,0
ID_253926242167267278,0
ID_295609363001245684,0
ID_258228239396267278,0
ID_308409370477267278,0
ID_247613231031267278,0
ID_241946268246267278,0
ID_296763365060296542,0
ID_244347232916267278,0
ID_253047298876267278,0
ID_249943257189267278,0
ID_242474217757267278,0
ID_246079225026267278,0
ID_242300278408267278,0
ID_296766365258296542,0
ID_247455290291267278,0
ID_263929259181267278,0
ID_250649295828267278,0
ID_251542259988267278,0
ID_239388259727267278,0
ID_250223262885267278,0
ID_248651303138267278,0
ID_241514287790267278,0
ID_254735246278267278,0
ID_258479295827267278,0
ID_259137303930267278,0
ID_296661364452297182,0
ID_258053257138267278,0
ID_260117243133267278,0
ID_244757221113267278,0
ID_259331252064267278,0
ID_257440254826267278,0
ID_242487302044267278,0
ID_308903368136251804,0
ID_256554241786267278,0
ID_246434292378267278,0
ID_238342183622251804,0
ID_261896253609267278,0
ID_253920293719267278,0
ID_268881227202267278,0
ID_248505290746267278,0
ID_249764223912267278,0
ID_253694255602267278,0
ID_263411246689267278,0
ID_312280375282267278,0
ID_296416363687296540,0
ID_265369250827267278,0
ID_297760364538297182,0
ID_254443218927267278,0
ID_296766365016297183,0
ID_308885369646267278,0
ID_240640284758267278,0
ID_265338276453267278,0
ID_245772251426267278,0
ID_251105218303267278,0
ID_296288364032297183,0
ID_272002294062251804,0
ID_295619364798297183,0
ID_213815218107267278,0
ID_270963273053267278,0
ID_296718363594296542,0
ID_296317365174296542,0
ID_256605220097267278,0
ID_243100217765267278,0
ID_255429264217267278,0
